IND,SOC_LABEL,SEX,RACE_HISP,TOTALS
6870,Architecture and Engineering Occupations,1,Non-Hispanic White,113
6870,"Arts, Design, Entertainment, Sports, and Media Occupations",1,Hispanic Other,27
6870,"Arts, Design, Entertainment, Sports, and Media Occupations",1,Non-Hispanic Asian,11
6870,"Arts, Design, Entertainment, Sports, and Media Occupations",1,Non-Hispanic Black,21
6870,"Arts, Design, Entertainment, Sports, and Media Occupations",1,Non-Hispanic White,31
6870,"Arts, Design, Entertainment, Sports, and Media Occupations",2,Non-Hispanic Asian,26
6870,"Arts, Design, Entertainment, Sports, and Media Occupations",2,Non-Hispanic Black,143
6870,"Arts, Design, Entertainment, Sports, and Media Occupations",2,Non-Hispanic White,61
6870,Building and Grounds Cleaning and Maintenance Occupations,1,Hispanic White,23
6870,Building and Grounds Cleaning and Maintenance Occupations,1,Non-Hispanic Black,18
6870,Building and Grounds Cleaning and Maintenance Occupations,1,Non-Hispanic White,93
6870,Building and Grounds Cleaning and Maintenance Occupations,2,Non-Hispanic Black,16
6870,Building and Grounds Cleaning and Maintenance Occupations,2,Non-Hispanic White,59
6870,Business and Financial Operations Occupations,1,Hispanic Multiracial,43
6870,Business and Financial Operations Occupations,1,Hispanic Other,300
6870,Business and Financial Operations Occupations,1,Hispanic White,607
6870,Business and Financial Operations Occupations,1,Non-Hispanic Asian,673
6870,Business and Financial Operations Occupations,1,Non-Hispanic Black,582
6870,Business and Financial Operations Occupations,1,Non-Hispanic Multiracial,45
6870,Business and Financial Operations Occupations,1,Non-Hispanic White,5698
6870,Business and Financial Operations Occupations,2,Hispanic Asian,17
6870,Business and Financial Operations Occupations,2,Hispanic Multiracial,32
6870,Business and Financial Operations Occupations,2,Hispanic Other,269
6870,Business and Financial Operations Occupations,2,Hispanic White,559
6870,Business and Financial Operations Occupations,2,Non-Hispanic Asian,962
6870,Business and Financial Operations Occupations,2,Non-Hispanic Black,1403
6870,Business and Financial Operations Occupations,2,Non-Hispanic Multiracial,160
6870,Business and Financial Operations Occupations,2,Non-Hispanic Other,10
6870,Business and Financial Operations Occupations,2,Non-Hispanic White,5581
6870,Community and Social Services Occupations,1,Non-Hispanic White,97
6870,Community and Social Services Occupations,2,Non-Hispanic White,9
6870,Computer and Mathematical Occupations,1,Hispanic Other,176
6870,Computer and Mathematical Occupations,1,Hispanic White,117
6870,Computer and Mathematical Occupations,1,Non-Hispanic Asian,1097
6870,Computer and Mathematical Occupations,1,Non-Hispanic Black,634
6870,Computer and Mathematical Occupations,1,Non-Hispanic Multiracial,102
6870,Computer and Mathematical Occupations,1,Non-Hispanic White,2249
6870,Computer and Mathematical Occupations,2,Hispanic Black,12
6870,Computer and Mathematical Occupations,2,Hispanic Multiracial,16
6870,Computer and Mathematical Occupations,2,Hispanic Other,111
6870,Computer and Mathematical Occupations,2,Hispanic White,101
6870,Computer and Mathematical Occupations,2,Non-Hispanic Asian,386
6870,Computer and Mathematical Occupations,2,Non-Hispanic Black,343
6870,Computer and Mathematical Occupations,2,Non-Hispanic Multiracial,41
6870,Computer and Mathematical Occupations,2,Non-Hispanic White,823
6870,Construction and Extraction Occupations,1,Non-Hispanic White,25
6870,Construction and Extraction Occupations,2,Non-Hispanic White,14
6870,"Educations, Library, and Training Occupations",1,Non-Hispanic Asian,19
6870,"Educations, Library, and Training Occupations",1,Non-Hispanic White,49
6870,"Educations, Library, and Training Occupations",2,Hispanic White,9
6870,"Educations, Library, and Training Occupations",2,Non-Hispanic Black,28
6870,"Educations, Library, and Training Occupations",2,Non-Hispanic White,109
6870,Healthcare Practitioners and Technical Occupations,2,Non-Hispanic White,25
6870,Healthcare Support Occupations,2,Non-Hispanic Black,83
6870,"Installation, Maintenance, and Repair Occupations",1,Hispanic Other,31
6870,"Installation, Maintenance, and Repair Occupations",1,Hispanic White,33
6870,"Installation, Maintenance, and Repair Occupations",1,Non-Hispanic White,154
6870,"Installation, Maintenance, and Repair Occupations",2,Non-Hispanic Black,38
6870,"Installation, Maintenance, and Repair Occupations",2,Non-Hispanic White,13
6870,Legal Occupations,1,Hispanic Multiracial,27
6870,Legal Occupations,1,Non-Hispanic Black,26
6870,Legal Occupations,1,Non-Hispanic White,269
6870,Legal Occupations,2,Hispanic White,33
6870,Legal Occupations,2,Non-Hispanic Asian,38
6870,Legal Occupations,2,Non-Hispanic Black,49
6870,Legal Occupations,2,Non-Hispanic White,264
6870,"Life, Physical, and Social Science Occupations",1,Hispanic White,15
6870,"Life, Physical, and Social Science Occupations",1,Non-Hispanic White,114
6870,"Life, Physical, and Social Science Occupations",2,Non-Hispanic Black,26
6870,Management Occupations,1,Hispanic AIAN,30
6870,Management Occupations,1,Hispanic Black,98
6870,Management Occupations,1,Hispanic Multiracial,45
6870,Management Occupations,1,Hispanic Other,378
6870,Management Occupations,1,Hispanic White,1169
6870,Management Occupations,1,Non-Hispanic Asian,1189
6870,Management Occupations,1,Non-Hispanic Black,1019
6870,Management Occupations,1,Non-Hispanic Multiracial,75
6870,Management Occupations,1,Non-Hispanic Other,21
6870,Management Occupations,1,Non-Hispanic White,10121
6870,Management Occupations,2,Hispanic Black,72
6870,Management Occupations,2,Hispanic Multiracial,37
6870,Management Occupations,2,Hispanic Other,730
6870,Management Occupations,2,Hispanic White,1589
6870,Management Occupations,2,Non-Hispanic Asian,1161
6870,Management Occupations,2,Non-Hispanic Black,1924
6870,Management Occupations,2,Non-Hispanic Multiracial,124
6870,Management Occupations,2,Non-Hispanic Other,7
6870,Management Occupations,2,Non-Hispanic White,9242
6870,Office and Administrative Support Occupations,1,Hispanic Multiracial,89
6870,Office and Administrative Support Occupations,1,Hispanic Other,638
6870,Office and Administrative Support Occupations,1,Hispanic White,940
6870,Office and Administrative Support Occupations,1,Non-Hispanic Asian,853
6870,Office and Administrative Support Occupations,1,Non-Hispanic Black,819
6870,Office and Administrative Support Occupations,1,Non-Hispanic Multiracial,32
6870,Office and Administrative Support Occupations,1,Non-Hispanic White,3314
6870,Office and Administrative Support Occupations,2,Hispanic AIAN,8
6870,Office and Administrative Support Occupations,2,Hispanic Black,23
6870,Office and Administrative Support Occupations,2,Hispanic Multiracial,129
6870,Office and Administrative Support Occupations,2,Hispanic Other,1665
6870,Office and Administrative Support Occupations,2,Hispanic White,3323
6870,Office and Administrative Support Occupations,2,Non-Hispanic AIAN,24
6870,Office and Administrative Support Occupations,2,Non-Hispanic Asian,1872
6870,Office and Administrative Support Occupations,2,Non-Hispanic Black,6208
6870,Office and Administrative Support Occupations,2,Non-Hispanic Multiracial,285
6870,Office and Administrative Support Occupations,2,Non-Hispanic Other,18
6870,Office and Administrative Support Occupations,2,Non-Hispanic White,14071
6870,Personal Care and Service Occupations,1,Non-Hispanic White,24
6870,Personal Care and Service Occupations,2,Hispanic AIAN,29
6870,Personal Care and Service Occupations,2,Non-Hispanic Black,29
6870,Personal Care and Service Occupations,2,Non-Hispanic White,7
6870,Production Occupations,1,Hispanic White,12
6870,Production Occupations,1,Non-Hispanic Asian,17
6870,Production Occupations,1,Non-Hispanic White,29
6870,Production Occupations,2,Non-Hispanic Asian,15
6870,Production Occupations,2,Non-Hispanic Black,138
6870,Production Occupations,2,Non-Hispanic White,134
6870,Protective Service Occupations,1,Hispanic Other,17
6870,Protective Service Occupations,1,Hispanic White,78
6870,Protective Service Occupations,1,Non-Hispanic Black,100
6870,Protective Service Occupations,1,Non-Hispanic White,266
6870,Protective Service Occupations,2,Non-Hispanic Black,88
6870,Protective Service Occupations,2,Non-Hispanic White,172
6870,Sales and Related Occupations,1,Hispanic Other,88
6870,Sales and Related Occupations,1,Hispanic White,209
6870,Sales and Related Occupations,1,Non-Hispanic Asian,118
6870,Sales and Related Occupations,1,Non-Hispanic Black,155
6870,Sales and Related Occupations,1,Non-Hispanic White,1260
6870,Sales and Related Occupations,2,Hispanic Other,32
6870,Sales and Related Occupations,2,Hispanic White,210
6870,Sales and Related Occupations,2,Non-Hispanic Asian,30
6870,Sales and Related Occupations,2,Non-Hispanic Black,243
6870,Sales and Related Occupations,2,Non-Hispanic Multiracial,92
6870,Sales and Related Occupations,2,Non-Hispanic White,769
6870,Tarnsportation and Material Moving Occupations,1,Non-Hispanic Black,42
6870,Tarnsportation and Material Moving Occupations,1,Non-Hispanic White,13
6870,Tarnsportation and Material Moving Occupations,2,Non-Hispanic Black,19
6880,"Arts, Design, Entertainment, Sports, and Media Occupations",2,Non-Hispanic White,25
6880,Business and Financial Operations Occupations,1,Hispanic White,31
6880,Business and Financial Operations Occupations,1,Non-Hispanic Asian,14
6880,Business and Financial Operations Occupations,1,Non-Hispanic White,229
6880,Business and Financial Operations Occupations,2,Hispanic Multiracial,23
6880,Business and Financial Operations Occupations,2,Non-Hispanic Asian,49
6880,Business and Financial Operations Occupations,2,Non-Hispanic Black,127
6880,Business and Financial Operations Occupations,2,Non-Hispanic White,441
6880,Computer and Mathematical Occupations,1,Hispanic Other,12
6880,Computer and Mathematical Occupations,1,Hispanic White,31
6880,Computer and Mathematical Occupations,1,Non-Hispanic White,168
6880,Computer and Mathematical Occupations,2,Non-Hispanic Asian,32
6880,Computer and Mathematical Occupations,2,Non-Hispanic White,50
6880,"Educations, Library, and Training Occupations",2,Non-Hispanic White,35
6880,"Installation, Maintenance, and Repair Occupations",1,Hispanic White,8
6880,"Installation, Maintenance, and Repair Occupations",1,Non-Hispanic White,79
6880,Legal Occupations,2,Non-Hispanic White,15
6880,Management Occupations,1,Hispanic Other,18
6880,Management Occupations,1,Hispanic White,32
6880,Management Occupations,1,Non-Hispanic Black,104
6880,Management Occupations,1,Non-Hispanic White,276
6880,Management Occupations,2,Hispanic Other,15
6880,Management Occupations,2,Hispanic White,121
6880,Management Occupations,2,Non-Hispanic Asian,35
6880,Management Occupations,2,Non-Hispanic Black,74
6880,Management Occupations,2,Non-Hispanic White,579
6880,Office and Administrative Support Occupations,1,Non-Hispanic Asian,14
6880,Office and Administrative Support Occupations,1,Non-Hispanic Black,28
6880,Office and Administrative Support Occupations,1,Non-Hispanic White,196
6880,Office and Administrative Support Occupations,2,Hispanic Asian,30
6880,Office and Administrative Support Occupations,2,Hispanic Black,16
6880,Office and Administrative Support Occupations,2,Hispanic Other,79
6880,Office and Administrative Support Occupations,2,Hispanic White,417
6880,Office and Administrative Support Occupations,2,Non-Hispanic Asian,56
6880,Office and Administrative Support Occupations,2,Non-Hispanic Black,192
6880,Office and Administrative Support Occupations,2,Non-Hispanic White,1211
6880,Protective Service Occupations,1,Non-Hispanic Black,48
6880,Protective Service Occupations,2,Non-Hispanic Black,29
6880,Sales and Related Occupations,1,Non-Hispanic Asian,33
6880,Sales and Related Occupations,1,Non-Hispanic Black,37
6880,Sales and Related Occupations,1,Non-Hispanic White,13
6880,Sales and Related Occupations,2,Hispanic White,41
6880,Sales and Related Occupations,2,Non-Hispanic Asian,26
6880,Sales and Related Occupations,2,Non-Hispanic Other,24
6880,Sales and Related Occupations,2,Non-Hispanic White,129
6890,Architecture and Engineering Occupations,1,Non-Hispanic Asian,18
6890,Architecture and Engineering Occupations,1,Non-Hispanic White,28
6890,"Arts, Design, Entertainment, Sports, and Media Occupations",1,Hispanic White,85
6890,"Arts, Design, Entertainment, Sports, and Media Occupations",1,Non-Hispanic Multiracial,23
6890,"Arts, Design, Entertainment, Sports, and Media Occupations",1,Non-Hispanic White,50
6890,"Arts, Design, Entertainment, Sports, and Media Occupations",2,Non-Hispanic White,84
6890,Building and Grounds Cleaning and Maintenance Occupations,1,Hispanic White,14
6890,Business and Financial Operations Occupations,1,Hispanic Asian,8
6890,Business and Financial Operations Occupations,1,Hispanic Other,131
6890,Business and Financial Operations Occupations,1,Hispanic White,190
6890,Business and Financial Operations Occupations,1,Non-Hispanic Asian,760
6890,Business and Financial Operations Occupations,1,Non-Hispanic Black,139
6890,Business and Financial Operations Occupations,1,Non-Hispanic Multiracial,27
6890,Business and Financial Operations Occupations,1,Non-Hispanic White,3463
6890,Business and Financial Operations Occupations,2,Hispanic Other,139
6890,Business and Financial Operations Occupations,2,Hispanic White,253
6890,Business and Financial Operations Occupations,2,Non-Hispanic Asian,281
6890,Business and Financial Operations Occupations,2,Non-Hispanic Black,505
6890,Business and Financial Operations Occupations,2,Non-Hispanic Multiracial,56
6890,Business and Financial Operations Occupations,2,Non-Hispanic White,2601
6890,Community and Social Services Occupations,2,Non-Hispanic White,45
6890,Computer and Mathematical Occupations,1,Hispanic Other,50
6890,Computer and Mathematical Occupations,1,Hispanic White,28
6890,Computer and Mathematical Occupations,1,Non-Hispanic AIAN,36
6890,Computer and Mathematical Occupations,1,Non-Hispanic Asian,451
6890,Computer and Mathematical Occupations,1,Non-Hispanic Black,67
6890,Computer and Mathematical Occupations,1,Non-Hispanic Multiracial,15
6890,Computer and Mathematical Occupations,1,Non-Hispanic White,1310
6890,Computer and Mathematical Occupations,2,Non-Hispanic Asian,355
6890,Computer and Mathematical Occupations,2,Non-Hispanic Black,63
6890,Computer and Mathematical Occupations,2,Non-Hispanic White,231
6890,Construction and Extraction Occupations,1,Non-Hispanic White,45
6890,"Educations, Library, and Training Occupations",1,Non-Hispanic Asian,18
6890,"Educations, Library, and Training Occupations",1,Non-Hispanic White,52
6890,"Educations, Library, and Training Occupations",2,Non-Hispanic White,107
6890,Healthcare Support Occupations,2,Non-Hispanic Black,34
6890,"Installation, Maintenance, and Repair Occupations",1,Hispanic Other,15
6890,"Installation, Maintenance, and Repair Occupations",1,Non-Hispanic White,33
6890,"Installation, Maintenance, and Repair Occupations",2,Non-Hispanic Asian,79
6890,Legal Occupations,1,Non-Hispanic White,90
6890,Legal Occupations,2,Non-Hispanic Asian,28
6890,Legal Occupations,2,Non-Hispanic Black,22
6890,Legal Occupations,2,Non-Hispanic Multiracial,30
6890,Legal Occupations,2,Non-Hispanic White,192
6890,Management Occupations,1,Hispanic Other,52
6890,Management Occupations,1,Hispanic White,383
6890,Management Occupations,1,Non-Hispanic Asian,354
6890,Management Occupations,1,Non-Hispanic Black,122
6890,Management Occupations,1,Non-Hispanic Multiracial,27
6890,Management Occupations,1,Non-Hispanic Other,14
6890,Management Occupations,1,Non-Hispanic White,3126
6890,Management Occupations,2,Hispanic Black,22
6890,Management Occupations,2,Hispanic Other,50
6890,Management Occupations,2,Hispanic White,261
6890,Management Occupations,2,Non-Hispanic AIAN,9
6890,Management Occupations,2,Non-Hispanic Asian,195
6890,Management Occupations,2,Non-Hispanic Black,659
6890,Management Occupations,2,Non-Hispanic Multiracial,37
6890,Management Occupations,2,Non-Hispanic White,1900
6890,Office and Administrative Support Occupations,1,Hispanic Multiracial,20
6890,Office and Administrative Support Occupations,1,Hispanic Other,143
6890,Office and Administrative Support Occupations,1,Hispanic White,88
6890,Office and Administrative Support Occupations,1,Non-Hispanic Asian,153
6890,Office and Administrative Support Occupations,1,Non-Hispanic Black,418
6890,Office and Administrative Support Occupations,1,Non-Hispanic White,1579
6890,Office and Administrative Support Occupations,2,Hispanic AIAN,14
6890,Office and Administrative Support Occupations,2,Hispanic Black,16
6890,Office and Administrative Support Occupations,2,Hispanic Multiracial,18
6890,Office and Administrative Support Occupations,2,Hispanic Other,255
6890,Office and Administrative Support Occupations,2,Hispanic White,716
6890,Office and Administrative Support Occupations,2,Non-Hispanic AIAN,18
6890,Office and Administrative Support Occupations,2,Non-Hispanic Asian,382
6890,Office and Administrative Support Occupations,2,Non-Hispanic Black,1740
6890,Office and Administrative Support Occupations,2,Non-Hispanic Multiracial,73
6890,Office and Administrative Support Occupations,2,Non-Hispanic Other,43
6890,Office and Administrative Support Occupations,2,Non-Hispanic White,4040
6890,Personal Care and Service Occupations,2,Non-Hispanic Black,30
6890,Production Occupations,1,Non-Hispanic Asian,29
6890,Production Occupations,1,Non-Hispanic White,16
6890,Production Occupations,2,Hispanic Other,14
6890,Production Occupations,2,Non-Hispanic Asian,12
6890,Production Occupations,2,Non-Hispanic White,27
6890,Protective Service Occupations,1,Non-Hispanic Black,58
6890,Protective Service Occupations,1,Non-Hispanic White,125
6890,Protective Service Occupations,2,Hispanic White,17
6890,Protective Service Occupations,2,Non-Hispanic Black,88
6890,Protective Service Occupations,2,Non-Hispanic White,35
6890,Sales and Related Occupations,1,Hispanic Black,18
6890,Sales and Related Occupations,1,Hispanic Multiracial,19
6890,Sales and Related Occupations,1,Hispanic Other,82
6890,Sales and Related Occupations,1,Hispanic White,126
6890,Sales and Related Occupations,1,Non-Hispanic Asian,115
6890,Sales and Related Occupations,1,Non-Hispanic White,1759
6890,Sales and Related Occupations,2,Hispanic Multiracial,20
6890,Sales and Related Occupations,2,Hispanic Other,170
6890,Sales and Related Occupations,2,Hispanic White,146
6890,Sales and Related Occupations,2,Non-Hispanic Asian,78
6890,Sales and Related Occupations,2,Non-Hispanic Black,98
6890,Sales and Related Occupations,2,Non-Hispanic White,650
6890,Tarnsportation and Material Moving Occupations,1,Hispanic Black,15
690,Architecture and Engineering Occupations,1,Non-Hispanic Black,20
690,Architecture and Engineering Occupations,1,Non-Hispanic White,18
690,Business and Financial Operations Occupations,1,Non-Hispanic White,29
690,"Installation, Maintenance, and Repair Occupations",1,Non-Hispanic White,19
690,"Installation, Maintenance, and Repair Occupations",2,Non-Hispanic Black,25
690,Management Occupations,1,Non-Hispanic Other,16
690,Management Occupations,1,Non-Hispanic White,26
690,Management Occupations,2,Hispanic White,17
690,Management Occupations,2,Non-Hispanic Black,21
690,Management Occupations,2,Non-Hispanic White,42
690,Office and Administrative Support Occupations,1,Non-Hispanic White,68
690,Office and Administrative Support Occupations,2,Non-Hispanic Black,23
690,Office and Administrative Support Occupations,2,Non-Hispanic White,81
690,Production Occupations,1,Non-Hispanic White,25
690,Sales and Related Occupations,2,Non-Hispanic Black,43
6970,Architecture and Engineering Occupations,1,Non-Hispanic White,6
6970,"Arts, Design, Entertainment, Sports, and Media Occupations",1,Hispanic Other,75
6970,"Arts, Design, Entertainment, Sports, and Media Occupations",1,Non-Hispanic Black,31
6970,"Arts, Design, Entertainment, Sports, and Media Occupations",1,Non-Hispanic Multiracial,19
6970,"Arts, Design, Entertainment, Sports, and Media Occupations",1,Non-Hispanic White,127
6970,"Arts, Design, Entertainment, Sports, and Media Occupations",2,Non-Hispanic Asian,10
6970,"Arts, Design, Entertainment, Sports, and Media Occupations",2,Non-Hispanic Black,72
6970,"Arts, Design, Entertainment, Sports, and Media Occupations",2,Non-Hispanic White,148
6970,Building and Grounds Cleaning and Maintenance Occupations,1,Non-Hispanic Black,17
6970,Building and Grounds Cleaning and Maintenance Occupations,1,Non-Hispanic White,20
6970,Building and Grounds Cleaning and Maintenance Occupations,2,Non-Hispanic White,17
6970,Business and Financial Operations Occupations,1,Hispanic Black,11
6970,Business and Financial Operations Occupations,1,Hispanic Multiracial,20
6970,Business and Financial Operations Occupations,1,Hispanic Other,69
6970,Business and Financial Operations Occupations,1,Hispanic White,436
6970,Business and Financial Operations Occupations,1,Non-Hispanic Asian,1184
6970,Business and Financial Operations Occupations,1,Non-Hispanic Black,833
6970,Business and Financial Operations Occupations,1,Non-Hispanic Multiracial,88
6970,Business and Financial Operations Occupations,1,Non-Hispanic Other,47
6970,Business and Financial Operations Occupations,1,Non-Hispanic White,11043
6970,Business and Financial Operations Occupations,2,Hispanic Other,89
6970,Business and Financial Operations Occupations,2,Hispanic White,215
6970,Business and Financial Operations Occupations,2,Non-Hispanic Asian,688
6970,Business and Financial Operations Occupations,2,Non-Hispanic Black,795
6970,Business and Financial Operations Occupations,2,Non-Hispanic Multiracial,83
6970,Business and Financial Operations Occupations,2,Non-Hispanic White,4263
6970,Community and Social Services Occupations,2,Non-Hispanic Black,30
6970,Community and Social Services Occupations,2,Non-Hispanic White,16
6970,Computer and Mathematical Occupations,1,Hispanic Other,44
6970,Computer and Mathematical Occupations,1,Hispanic White,316
6970,Computer and Mathematical Occupations,1,Non-Hispanic Asian,930
6970,Computer and Mathematical Occupations,1,Non-Hispanic Black,116
6970,Computer and Mathematical Occupations,1,Non-Hispanic Multiracial,47
6970,Computer and Mathematical Occupations,1,Non-Hispanic White,3376
6970,Computer and Mathematical Occupations,2,Hispanic Other,18
6970,Computer and Mathematical Occupations,2,Hispanic White,162
6970,Computer and Mathematical Occupations,2,Non-Hispanic Asian,286
6970,Computer and Mathematical Occupations,2,Non-Hispanic Black,40
6970,Computer and Mathematical Occupations,2,Non-Hispanic White,459
6970,"Educations, Library, and Training Occupations",1,Non-Hispanic White,43
6970,"Educations, Library, and Training Occupations",2,Non-Hispanic White,30
6970,Healthcare Practitioners and Technical Occupations,1,Non-Hispanic White,15
6970,"Installation, Maintenance, and Repair Occupations",1,Hispanic White,47
6970,"Installation, Maintenance, and Repair Occupations",1,Non-Hispanic White,16
6970,Legal Occupations,1,Non-Hispanic Asian,18
6970,Legal Occupations,1,Non-Hispanic Black,21
6970,Legal Occupations,1,Non-Hispanic Multiracial,19
6970,Legal Occupations,1,Non-Hispanic White,341
6970,Legal Occupations,2,Hispanic Other,38
6970,Legal Occupations,2,Non-Hispanic White,177
6970,"Life, Physical, and Social Science Occupations",1,Non-Hispanic Asian,51
6970,"Life, Physical, and Social Science Occupations",1,Non-Hispanic White,40
6970,"Life, Physical, and Social Science Occupations",2,Hispanic White,71
6970,"Life, Physical, and Social Science Occupations",2,Non-Hispanic White,13
6970,Management Occupations,1,Hispanic Asian,38
6970,Management Occupations,1,Hispanic Multiracial,19
6970,Management Occupations,1,Hispanic Other,72
6970,Management Occupations,1,Hispanic White,434
6970,Management Occupations,1,Non-Hispanic AIAN,9
6970,Management Occupations,1,Non-Hispanic Asian,638
6970,Management Occupations,1,Non-Hispanic Black,180
6970,Management Occupations,1,Non-Hispanic Multiracial,47
6970,Management Occupations,1,Non-Hispanic Other,68
6970,Management Occupations,1,Non-Hispanic White,5934
6970,Management Occupations,2,Hispanic Other,38
6970,Management Occupations,2,Hispanic White,103
6970,Management Occupations,2,Non-Hispanic Asian,260
6970,Management Occupations,2,Non-Hispanic Black,417
6970,Management Occupations,2,Non-Hispanic Multiracial,18
6970,Management Occupations,2,Non-Hispanic Other,28
6970,Management Occupations,2,Non-Hispanic White,2744
6970,Office and Administrative Support Occupations,1,Hispanic Other,183
6970,Office and Administrative Support Occupations,1,Hispanic White,70
6970,Office and Administrative Support Occupations,1,Non-Hispanic Asian,140
6970,Office and Administrative Support Occupations,1,Non-Hispanic Black,481
6970,Office and Administrative Support Occupations,1,Non-Hispanic Multiracial,42
6970,Office and Administrative Support Occupations,1,Non-Hispanic White,1990
6970,Office and Administrative Support Occupations,2,Hispanic AIAN,18
6970,Office and Administrative Support Occupations,2,Hispanic Multiracial,15
6970,Office and Administrative Support Occupations,2,Hispanic Other,109
6970,Office and Administrative Support Occupations,2,Hispanic White,655
6970,Office and Administrative Support Occupations,2,Non-Hispanic Asian,150
6970,Office and Administrative Support Occupations,2,Non-Hispanic Black,1083
6970,Office and Administrative Support Occupations,2,Non-Hispanic Multiracial,136
6970,Office and Administrative Support Occupations,2,Non-Hispanic White,4583
6970,Personal Care and Service Occupations,1,Non-Hispanic Black,23
6970,Production Occupations,1,Non-Hispanic White,58
6970,Production Occupations,2,Non-Hispanic White,50
6970,Protective Service Occupations,1,Hispanic Other,42
6970,Protective Service Occupations,1,Non-Hispanic Black,131
6970,Protective Service Occupations,1,Non-Hispanic White,85
6970,Sales and Related Occupations,1,Hispanic Asian,51
6970,Sales and Related Occupations,1,Hispanic Multiracial,29
6970,Sales and Related Occupations,1,Hispanic Other,184
6970,Sales and Related Occupations,1,Hispanic White,252
6970,Sales and Related Occupations,1,Non-Hispanic Asian,762
6970,Sales and Related Occupations,1,Non-Hispanic Black,298
6970,Sales and Related Occupations,1,Non-Hispanic Multiracial,239
6970,Sales and Related Occupations,1,Non-Hispanic White,13201
6970,Sales and Related Occupations,2,Hispanic Black,15
6970,Sales and Related Occupations,2,Hispanic Multiracial,23
6970,Sales and Related Occupations,2,Hispanic Other,221
6970,Sales and Related Occupations,2,Hispanic White,270
6970,Sales and Related Occupations,2,Non-Hispanic Asian,231
6970,Sales and Related Occupations,2,Non-Hispanic Black,579
6970,Sales and Related Occupations,2,Non-Hispanic White,2423
6990,Architecture and Engineering Occupations,1,Hispanic White,38
6990,Architecture and Engineering Occupations,1,Non-Hispanic Asian,15
6990,Architecture and Engineering Occupations,1,Non-Hispanic Black,48
6990,Architecture and Engineering Occupations,1,Non-Hispanic White,276
6990,Architecture and Engineering Occupations,2,Non-Hispanic Asian,17
6990,Architecture and Engineering Occupations,2,Non-Hispanic White,58
6990,"Arts, Design, Entertainment, Sports, and Media Occupations",1,Hispanic White,64
6990,"Arts, Design, Entertainment, Sports, and Media Occupations",1,Non-Hispanic White,153
6990,"Arts, Design, Entertainment, Sports, and Media Occupations",2,Non-Hispanic Asian,131
6990,"Arts, Design, Entertainment, Sports, and Media Occupations",2,Non-Hispanic Black,127
6990,"Arts, Design, Entertainment, Sports, and Media Occupations",2,Non-Hispanic White,261
6990,Building and Grounds Cleaning and Maintenance Occupations,1,Hispanic White,13
6990,Building and Grounds Cleaning and Maintenance Occupations,1,Non-Hispanic Black,49
6990,Building and Grounds Cleaning and Maintenance Occupations,1,Non-Hispanic White,165
6990,Building and Grounds Cleaning and Maintenance Occupations,2,Non-Hispanic White,50
6990,Business and Financial Operations Occupations,1,Hispanic Black,28
6990,Business and Financial Operations Occupations,1,Hispanic Multiracial,34
6990,Business and Financial Operations Occupations,1,Hispanic Other,81
6990,Business and Financial Operations Occupations,1,Hispanic White,395
6990,Business and Financial Operations Occupations,1,Non-Hispanic Asian,576
6990,Business and Financial Operations Occupations,1,Non-Hispanic Black,976
6990,Business and Financial Operations Occupations,1,Non-Hispanic Multiracial,46
6990,Business and Financial Operations Occupations,1,Non-Hispanic White,8103
6990,Business and Financial Operations Occupations,2,Hispanic Black,64
6990,Business and Financial Operations Occupations,2,Hispanic Multiracial,24
6990,Business and Financial Operations Occupations,2,Hispanic Other,354
6990,Business and Financial Operations Occupations,2,Hispanic White,939
6990,Business and Financial Operations Occupations,2,Non-Hispanic Asian,904
6990,Business and Financial Operations Occupations,2,Non-Hispanic Black,2178
6990,Business and Financial Operations Occupations,2,Non-Hispanic Multiracial,138
6990,Business and Financial Operations Occupations,2,Non-Hispanic White,9236
6990,Community and Social Services Occupations,1,Hispanic Other,47
6990,Community and Social Services Occupations,1,Non-Hispanic White,73
6990,Community and Social Services Occupations,2,Non-Hispanic Asian,46
6990,Community and Social Services Occupations,2,Non-Hispanic Black,132
6990,Community and Social Services Occupations,2,Non-Hispanic White,470
6990,Computer and Mathematical Occupations,1,Hispanic Asian,9
6990,Computer and Mathematical Occupations,1,Hispanic Multiracial,36
6990,Computer and Mathematical Occupations,1,Hispanic White,419
6990,Computer and Mathematical Occupations,1,Non-Hispanic Asian,1627
6990,Computer and Mathematical Occupations,1,Non-Hispanic Black,234
6990,Computer and Mathematical Occupations,1,Non-Hispanic Multiracial,77
6990,Computer and Mathematical Occupations,1,Non-Hispanic White,3500
6990,Computer and Mathematical Occupations,2,Hispanic Other,54
6990,Computer and Mathematical Occupations,2,Hispanic White,142
6990,Computer and Mathematical Occupations,2,Non-Hispanic Asian,662
6990,Computer and Mathematical Occupations,2,Non-Hispanic Black,256
6990,Computer and Mathematical Occupations,2,Non-Hispanic Multiracial,42
6990,Computer and Mathematical Occupations,2,Non-Hispanic White,1569
6990,Construction and Extraction Occupations,1,Non-Hispanic White,73
6990,"Educations, Library, and Training Occupations",1,Hispanic Other,49
6990,"Educations, Library, and Training Occupations",1,Hispanic White,62
6990,"Educations, Library, and Training Occupations",1,Non-Hispanic Black,28
6990,"Educations, Library, and Training Occupations",1,Non-Hispanic White,56
6990,"Educations, Library, and Training Occupations",2,Hispanic Other,18
